DTG,Baseline,Charge,Discharge - Partial,Discharge - Full,SOC,E-Rate,lambda Charge,lambda Discharge Part,lambda Discharge Full,Chiller Power base,Chiller Power Opt
1/1/2006 0:00,73.59,0,0,0,0,0.063,0.319,0,0.33496399,24.65,24.65
1/1/2006 1:00,75.13,0,0,0,0,0.06305,0.319,0,0.3350193,25.17,25.17
1/1/2006 2:00,75.74,0,0,0,0,0.0631,0.319,0,0.334961711,25.37,25.37
1/1/2006 3:00,136.85,0,0,0,0,0.06315,0.319,0,0.33496529,45.84,45.84
1/1/2006 4:00,169.86,0,0,0,0,0.0632,0.32,0,0.33498175,56.9,56.9
1/1/2006 5:00,183.07,0,0,0,0,0.06325,0.32,0,0.334953843,61.32,61.32
1/1/2006 6:00,218.53,0,0,0,0,0.0633,0.32,0,0.335011211,73.21,73.21
1/1/2006 7:00,327.17,0,0,0,0,0.06335,0.321,0,0.33499404,109.6,109.6
1/1/2006 8:00,298.66,0,0,0,0,0.0634,0.321,0,0.334996317,100.05,100.05
1/1/2006 9:00,314.34,0,0,0,0,0.06345,0.321,0,0.334987593,105.3,105.3
1/1/2006 10:00,335.15,0,0,0,0,0.0635,0.321,0,0.334984335,112.27,112.27
1/1/2006 11:00,334.07,0,0,0,0,0.06355,0.273,0,0.627173946,209.52,209.52
1/1/2006 12:00,328.71,0,0,0,0,0.0636,0.274,0,0.625505765,205.61,205.61
1/1/2006 13:00,331.43,0,0,0,0,0.06365,0.276,0,0.610294783,202.27,202.27
1/1/2006 14:00,309.18,0,0,0,0,0.0637,0.321,0,0.334982858,103.57,103.57
1/1/2006 15:00,300.06,0,0,0,0,0.06375,0.321,0,0.334999667,100.52,100.52
1/1/2006 16:00,322.23,0,0,0,0,0.0638,0.275,0,0.62613661,201.76,201.76
1/1/2006 17:00,310.58,0,0,0,0,0.06385,0.321,0,0.334986155,104.04,104.04
1/1/2006 18:00,271.24,0,0,0,0,0.0639,0.321,0,0.334980091,90.86,90.86
1/1/2006 19:00,249.6,0,0,0,0,0.06395,0.32,0,0.334975962,83.61,83.61
1/1/2006 20:00,210.49,0,0,0,0,0.064,0.32,0,0.334980284,70.51,70.51
1/1/2006 21:00,197.78,0,0,0,0,0.06405,0.32,0,0.334968146,66.25,66.25
1/1/2006 22:00,149.45,0,0,0,0,0.0641,0.319,0,0.334961526,50.06,50.06
1/1/2006 23:00,73.14,0,0,0,0,0.063,0.319,0,0.334974022,24.5,24.5
1/2/2006 0:00,40.74,0,0,0,0,0.063,0.318,0,0.335051546,13.65,13.65
1/2/2006 1:00,69.67,0,0,0,0,0.06305,0.319,0,0.335007894,23.34,23.34
1/2/2006 2:00,70.76,0,0,0,0,0.0631,0.319,0,0.334934992,23.7,23.7
1/2/2006 3:00,73.86,0,0,0,0,0.06315,0.319,0,0.334958029,24.74,24.74
1/2/2006 4:00,68.55,0,0,0,0,0.0632,0.319,0,0.334938001,22.96,22.96
1/2/2006 5:00,81.39,0,0,0,0,0.06325,0.319,0,0.334930581,27.26,27.26
1/2/2006 6:00,88.59,0,0,0,0,0.0633,0.319,0,0.335026527,29.68,29.68
1/2/2006 7:00,94.57,0,0,0,0,0.06335,0.319,0,0.334989955,31.68,31.68
1/2/2006 8:00,131.78,0,0,0,0,0.0634,0.319,0,0.334952193,44.14,44.14
1/2/2006 9:00,162.97,0,0,0,0,0.06345,0.319,0,0.334969626,54.59,54.59
1/2/2006 10:00,233.92,0,0,0,0,0.0635,0.286,0,0.648683311,151.74,151.74
1/2/2006 11:00,268.54,0,0,0,0,0.06355,0.289,0,0.57983913,155.71,155.71
1/2/2006 12:00,289.4,0,0,0,0,0.0636,0.291,0,0.546717346,158.22,158.22
1/2/2006 13:00,286.86,0,0,0,0,0.06365,0.291,0,0.550477585,157.91,157.91
1/2/2006 14:00,296.71,0,0,0,0,0.0637,0.284,0,0.595632099,176.73,176.73
1/2/2006 15:00,278.46,0,0,0,0,0.06375,0.279,0,0.64619694,179.94,179.94
1/2/2006 16:00,252.31,0,0,0,0,0.0638,0.279,0,0.68209742,172.1,172.1
1/2/2006 17:00,249.84,0,0,0,0,0.06385,0.32,0,0.334974384,83.69,83.69
1/2/2006 18:00,217.45,0,0,0,0,0.0639,0.32,0,0.334973557,72.84,72.84
1/2/2006 19:00,178.81,0,0,0,0,0.06395,0.32,0,0.33499245,59.9,59.9
1/2/2006 20:00,139.75,0,0,0,0,0.064,0.319,0,0.335026834,46.82,46.82
1/2/2006 21:00,102.97,0,0,0,0,0.06405,0.319,0,0.334951928,34.49,34.49
1/2/2006 22:00,135.2,0,0,0,0,0.0641,0.319,0,0.334985207,45.29,45.29
1/2/2006 23:00,38.52,0,0,0,0,0.063,0.318,0,0.335150571,12.91,12.91
1/3/2006 0:00,38.69,0,0,0,0,0.063,0.318,0,0.334970277,12.96,12.96
1/3/2006 1:00,56.79,0,0,0,0,0.06305,0.318,0,0.334918119,19.02,19.02
1/3/2006 2:00,57.93,0,0,0,0,0.0631,0.318,0,0.335059555,19.41,19.41
1/3/2006 3:00,58.07,0,0,0,0,0.06315,0.318,0,0.334940589,19.45,19.45
1/3/2006 4:00,68.35,0,0,0,0,0.0632,0.319,0,0.335040234,22.9,22.9
1/3/2006 5:00,76.49,0,0,0,0,0.06325,0.319,0,0.334945745,25.62,25.62
1/3/2006 6:00,93.58,0,0,0,0,0.0633,0.319,0,0.33500748,31.35,31.35
1/3/2006 7:00,86.71,0,0,0,0,0.06335,0.302,0,0.775112444,67.21,67.21
1/3/2006 8:00,98.84,0,0,0,0,0.0634,0.319,0,0.334985836,33.11,33.11
1/3/2006 9:00,161.54,0,0,0,0,0.06345,0.29,0,0.741116751,119.72,119.72
1/3/2006 10:00,219.07,0,0,0,0,0.0635,0.299,0,0.537773314,117.81,117.81
1/3/2006 11:00,245.96,0,0,0,0,0.06355,0.302,0,0.494755245,121.69,121.69
1/3/2006 12:00,273.22,0,0,0,0,0.0636,0.308,0,0.429360955,117.31,117.31
1/3/2006 13:00,302.79,0,0,0,0,0.06365,0.309,0,0.418276693,126.65,126.65
1/3/2006 14:00,311.04,0,0,0,0,0.0637,0.307,0,0.427051183,132.83,132.83
1/3/2006 15:00,311.84,0,0,0,0,0.06375,0.304,0,0.448659569,139.91,139.91
1/3/2006 16:00,290.71,0,0,0,0,0.0638,0.302,0,0.470228062,136.7,136.7
1/3/2006 17:00,261.51,0,0,0,0,0.06385,0.299,0,0.506519827,132.46,132.46
1/3/2006 18:00,223.08,0,0,0,0,0.0639,0.296,0,0.57037834,127.24,127.24
1/3/2006 19:00,198.88,0,0,0,0,0.06395,0.298,0,0.57843926,115.04,115.04
1/3/2006 20:00,188.61,0,0,0,0,0.064,0.289,0,0.697205875,131.5,131.5
1/3/2006 21:00,141.12,0,0,0,0,0.06405,0.319,0,0.334963152,47.27,47.27
1/3/2006 22:00,162.19,0,0,0,0,0.0641,0.319,0,0.334977496,54.33,54.33
1/3/2006 23:00,38.78,0,0,0,0,0.063,0.318,0,0.334966478,12.99,12.99
1/4/2006 0:00,38.44,0,0,0,0,0.063,0.318,0,0.335067638,12.88,12.88
1/4/2006 1:00,65.01,0,0,0,0,0.06305,0.319,0,0.335025381,21.78,21.78
1/4/2006 2:00,67.29,0,0,0,0,0.0631,0.319,0,0.334968049,22.54,22.54
1/4/2006 3:00,76.57,0,0,0,0,0.06315,0.319,0,0.334987593,25.65,25.65
1/4/2006 4:00,71.86,0,0,0,0,0.0632,0.319,0,0.334956861,24.07,24.07
1/4/2006 5:00,99.91,0,0,0,0,0.06325,0.319,0,0.335001501,33.47,33.47
1/4/2006 6:00,110.52,0,0,0,0,0.0633,0.319,0,0.334961998,37.02,37.02
1/4/2006 7:00,132.61,0,0,0,0,0.06335,0.319,0,0.334967197,44.42,44.42
1/4/2006 8:00,164.15,0,0,0,0,0.0634,0.319,0,0.334998477,54.99,54.99
1/4/2006 9:00,244.85,0,0,0,0,0.06345,0.294,0,0.56471309,138.27,138.27
1/4/2006 10:00,285.27,0,0,0,0,0.0635,0.294,0,0.528972552,150.9,150.9
1/4/2006 11:00,296,0,0,0,0,0.06355,0.292,0,0.537263514,159.03,159.03
1/4/2006 12:00,312.68,0,0,0,0,0.0636,0.291,0,0.535083792,167.31,167.31
1/4/2006 13:00,353.37,0,0,0,0,0.06365,0.298,0,0.471007726,166.44,166.44
1/4/2006 14:00,377.61,0,0,0,0,0.0637,0.294,0,0.47903922,180.89,180.89
1/4/2006 15:00,377.92,0,0,0,0,0.06375,0.292,0,0.492114733,185.98,185.98
1/4/2006 16:00,365.17,0,0,0,0,0.0638,0.291,0,0.505134595,184.46,184.46
1/4/2006 17:00,339.18,0,0,0,0,0.06385,0.288,0,0.534937201,181.44,181.44
1/4/2006 18:00,295.89,0,0,0,0,0.0639,0.284,0,0.596978607,176.64,176.64
1/4/2006 19:00,272.36,0,0,0,0,0.06395,0.279,0,0.658393303,179.32,179.32
1/4/2006 20:00,255.49,0,0,0,0,0.064,0.32,0,0.335003327,85.59,85.59
1/4/2006 21:00,235.93,0,0,0,0,0.06405,0.28,0,0.698342729,164.76,164.76
1/4/2006 22:00,368.07,0,0,0,0,0.0641,0.288,0,0.5150379,189.57,189.57
1/4/2006 23:00,44.33,0,0,0,0,0.063,0.318,0,0.334987593,14.85,14.85
1/5/2006 0:00,43.84,0,0,0,0,0.063,0.318,0,0.335082117,14.69,14.69
1/5/2006 1:00,149.75,0,0,0,0,0.06305,0.319,0,0.334958264,50.16,50.16
1/5/2006 2:00,152.77,0,0,0,0,0.0631,0.319,0,0.334947961,51.17,51.17
1/5/2006 3:00,283.6,0,0,0,0,0.06315,0.278,0,0.653173484,185.24,185.24
1/5/2006 4:00,288.42,0,0,0,0,0.0632,0.278,0,0.643887386,185.71,185.71
1/5/2006 5:00,286.96,0,0,0,0,0.06325,0.28,0,0.630052969,180.8,180.8
1/5/2006 6:00,282.29,0,0,0,0,0.0633,0.28,0,0.638811152,180.33,180.33
1/5/2006 7:00,310.12,0,0,0,0,0.06335,0.283,0,0.590771314,183.21,183.21
1/5/2006 8:00,332.78,0,0,0,0,0.0634,0.283,0,0.57169902,190.25,190.25
1/5/2006 9:00,347.8,0,0,0,0,0.06345,0.284,0,0.551581369,191.84,191.84
1/5/2006 10:00,372.97,0,0,0,0,0.0635,0.287,0,0.521704159,194.58,194.58
1/5/2006 11:00,391.74,0,0,0,0,0.06355,0.289,0,0.502067698,196.68,196.68
1/5/2006 12:00,400.17,0,0,0,0,0.0636,0.29,0,0.493890097,197.64,197.64
1/5/2006 13:00,408.97,0,0,0,0,0.06365,0.289,0,0.495610925,202.69,202.69
1/5/2006 14:00,416.08,0,0,0,0,0.0637,0.291,0,0.479402999,199.47,199.47
1/5/2006 15:00,411.13,0,0,0,0,0.06375,0.291,0,0.483788583,198.9,198.9
1/5/2006 16:00,396.7,0,0,0,0,0.0638,0.291,0,0.486236451,192.89,192.89
1/5/2006 17:00,373.53,0,0,0,0,0.06385,0.289,0,0.509196049,190.2,190.2
1/5/2006 18:00,324.58,0,0,0,0,0.0639,0.284,0,0.569197116,184.75,184.75
1/5/2006 19:00,300.83,0,0,0,0,0.06395,0.282,0,0.605790646,182.24,182.24
1/5/2006 20:00,294.6,0,0,0,0,0.064,0.279,0,0.632484725,186.33,186.33
1/5/2006 21:00,266.01,0,0,0,0,0.06405,0.278,0,0.671741664,178.69,178.69
1/5/2006 22:00,344.39,0,0,0,0,0.0641,0.288,0,0.528586777,182.04,182.04
1/5/2006 23:00,50.97,0,0,0,0,0.063,0.318,0,0.335099078,17.08,17.08
1/6/2006 0:00,51.59,0,0,0,0,0.063,0.318,0,0.334948633,17.28,17.28
1/6/2006 1:00,158.92,0,0,0,0,0.06305,0.319,0,0.335011326,53.24,53.24
1/6/2006 2:00,169.73,0,0,0,0,0.0631,0.32,0,0.335002651,56.86,56.86
1/6/2006 3:00,297.85,0,0,0,0,0.06315,0.281,0,0.610810811,181.93,181.93
1/6/2006 4:00,265.14,0,0,0,0,0.0632,0.321,0,0.334992834,88.82,88.82
1/6/2006 5:00,267.07,0,0,0,0,0.06325,0.278,0,0.6694874,178.8,178.8
1/6/2006 6:00,293.31,0,0,0,0,0.0633,0.281,0,0.618662848,181.46,181.46
1/6/2006 7:00,310.54,0,0,0,0,0.06335,0.283,0,0.590133316,183.26,183.26
1/6/2006 8:00,340.6,0,0,0,0,0.0634,0.281,0,0.573576042,195.36,195.36
1/6/2006 9:00,388.45,0,0,0,0,0.06345,0.286,0,0.515973742,200.43,200.43
1/6/2006 10:00,449.43,0,0,0,0,0.0635,0.295,0,0.452640011,203.43,203.43
1/6/2006 11:00,483.7,0,0,0,0,0.06355,0.301,0,0.421128799,203.7,203.7
1/6/2006 12:00,512.65,0,0,0,0,0.0636,0.302,0,0.412230567,211.33,211.33
1/6/2006 13:00,531.14,0,0,0,0,0.06365,0.304,0,0.402436269,213.75,213.75
1/6/2006 14:00,531.9,0,0,0,0,0.0637,0.304,0,0.402049257,213.85,213.85
1/6/2006 15:00,517.14,0,0,0,0,0.06375,0.303,0,0.409792319,211.92,211.92
1/6/2006 16:00,447.77,0,0,0,0,0.0638,0.287,0,0.485896777,217.57,217.57
1/6/2006 17:00,381.95,0,0,0,0,0.06385,0.278,0,0.560492211,214.08,214.08
1/6/2006 18:00,305.43,0,0,0,0,0.0639,0.321,0,0.33497037,102.31,102.31
1/6/2006 19:00,255.44,0,0,0,0,0.06395,0.32,0,0.334990604,85.57,85.57
1/6/2006 20:00,245.44,0,0,0,0,0.064,0.32,0,0.334990222,82.22,82.22
1/6/2006 21:00,228.3,0,0,0,0,0.06405,0.32,0,0.33499781,76.48,76.48
1/6/2006 22:00,310.92,0,0,0,0,0.0641,0.321,0,0.334973627,104.15,104.15
1/6/2006 23:00,51.07,0,0,0,0,0.063,0.318,0,0.33503035,17.11,17.11
1/7/2006 0:00,53.41,0,0,0,0,0.063,0.318,0,0.334956001,17.89,17.89
1/7/2006 1:00,54.09,0,0,0,0,0.06305,0.318,0,0.334997227,18.12,18.12
1/7/2006 2:00,54.31,0,0,0,0,0.0631,0.318,0,0.334929111,18.19,18.19
1/7/2006 3:00,129.98,0,0,0,0,0.06315,0.319,0,0.334974611,43.54,43.54
1/7/2006 4:00,238.54,0,0,0,0,0.0632,0.32,0,0.334996227,79.91,79.91
1/7/2006 5:00,269.73,0,0,0,0,0.06325,0.321,0,0.335001668,90.36,90.36
1/7/2006 6:00,311.35,0,0,0,0,0.0633,0.28,0,0.603886302,188.02,188.02
1/7/2006 7:00,294.65,0,0,0,0,0.06335,0.281,0,0.616290514,181.59,181.59
1/7/2006 8:00,304.26,0,0,0,0,0.0634,0.278,0,0.630053244,191.7,191.7
1/7/2006 9:00,353.92,0,0,0,0,0.06345,0.281,0,0.567133816,200.72,200.72
1/7/2006 10:00,416.68,0,0,0,0,0.0635,0.289,0,0.488504368,203.55,203.55
1/7/2006 11:00,478.95,0,0,0,0,0.06355,0.303,0,0.415262554,198.89,198.89
1/7/2006 12:00,514.97,0,0,0,0,0.0636,0.309,0,0.387750743,199.68,199.68
1/7/2006 13:00,532.92,0,0,0,0,0.06365,0.311,0,0.379719282,202.36,202.36
1/7/2006 14:00,534.19,0,0,0,0,0.0637,0.311,0,0.379190925,202.56,202.56
1/7/2006 15:00,461.77,0,0,0,0,0.06375,0.286,0,0.487731988,225.22,225.22
1/7/2006 16:00,446.5,0,0,0,0,0.0638,0.285,0,0.49406495,220.6,220.6
1/7/2006 17:00,409.18,0,0,0,0,0.06385,0.285,0,0.513490395,210.11,210.11
1/7/2006 18:00,328.85,0,0,0,0,0.0639,0.278,0,0.60273681,198.21,198.21
1/7/2006 19:00,287.56,0,0,0,0,0.06395,0.321,0,0.334990958,96.33,96.33
1/7/2006 20:00,242.14,0,0,0,0,0.064,0.32,0,0.334971504,81.11,81.11
1/7/2006 21:00,276.98,0,0,0,0,0.06405,0.321,0,0.334970034,92.78,92.78
1/7/2006 22:00,276.44,0,0,0,0,0.0641,0.321,0,0.334973231,92.6,92.6
1/7/2006 23:00,55.45,0,0,0,0,0.063,0.318,0,0.335076646,18.58,18.58
1/8/2006 0:00,86.66,0,0,0,0,0.063,0.319,0,0.334987307,29.03,29.03
1/8/2006 1:00,82.77,0,0,0,0,0.06305,0.319,0,0.335024767,27.73,27.73
1/8/2006 2:00,82.46,0,0,0,0,0.0631,0.319,0,0.334950279,27.62,27.62
1/8/2006 3:00,163.09,0,0,0,0,0.06315,0.319,0,0.334968422,54.63,54.63
1/8/2006 4:00,185.97,0,0,0,0,0.0632,0.32,0,0.335000269,62.3,62.3
1/8/2006 5:00,189.95,0,0,0,0,0.06325,0.32,0,0.33498289,63.63,63.63
1/8/2006 6:00,220.38,0,0,0,0,0.0633,0.32,0,0.334966875,73.82,73.82
1/8/2006 7:00,316.34,0,0,0,0,0.06335,0.279,0,0.609786938,192.9,192.9
1/8/2006 8:00,288.47,0,0,0,0,0.0634,0.321,0,0.33500884,96.64,96.64
1/8/2006 9:00,288.38,0,0,0,0,0.06345,0.321,0,0.334974686,96.6,96.6
1/8/2006 10:00,286.62,0,0,0,0,0.0635,0.321,0,0.334973135,96.01,96.01
1/8/2006 11:00,296.7,0,0,0,0,0.06355,0.321,0,0.334984833,99.39,99.39
1/8/2006 12:00,306.03,0,0,0,0,0.0636,0.321,0,0.334999837,102.52,102.52
1/8/2006 13:00,320.9,0,0,0,0,0.06365,0.279,0,0.602524151,193.35,193.35
1/8/2006 14:00,354.76,0,0,0,0,0.0637,0.283,0,0.554825798,196.83,196.83
1/8/2006 15:00,363.58,0,0,0,0,0.06375,0.284,0,0.543896804,197.75,197.75
1/8/2006 16:00,339.31,0,0,0,0,0.0638,0.281,0,0.575344081,195.22,195.22
1/8/2006 17:00,306.05,0,0,0,0,0.06385,0.278,0,0.62695638,191.88,191.88
1/8/2006 18:00,252.18,0,0,0,0,0.0639,0.32,0,0.33499881,84.48,84.48
1/8/2006 19:00,241.56,0,0,0,0,0.06395,0.32,0,0.334989237,80.92,80.92
1/8/2006 20:00,215.49,0,0,0,0,0.064,0.32,0,0.335003944,72.19,72.19
1/8/2006 21:00,194.01,0,0,0,0,0.06405,0.32,0,0.334982733,64.99,64.99
1/8/2006 22:00,165.12,0,0,0,0,0.0641,0.319,0,0.334968508,55.31,55.31
1/8/2006 23:00,80.12,0,0,0,0,0.063,0.319,0,0.334997504,26.84,26.84
1/9/2006 0:00,44.7,0,0,0,0,0.063,0.318,0,0.334899329,14.97,14.97
1/9/2006 1:00,97.27,0,0,0,0,0.06305,0.319,0,0.33494397,32.58,32.58
1/9/2006 2:00,112.89,0,0,0,0,0.0631,0.319,0,0.335016388,37.82,37.82
1/9/2006 3:00,140.23,0,0,0,0,0.06315,0.319,0,0.335021037,46.98,46.98
1/9/2006 4:00,14.69,0,0,0,0,0.0632,0.318,0,0.334921715,4.92,4.92
1/9/2006 5:00,184.07,0,0,0,0,0.06325,0.32,0,0.334981257,61.66,61.66
1/9/2006 6:00,226.61,0,0,0,0,0.0633,0.289,0,0.634305635,143.74,143.74
1/9/2006 7:00,243.69,0,0,0,0,0.06335,0.284,0,0.654232837,159.43,159.43
1/9/2006 8:00,294.93,0,0,0,0,0.0634,0.281,0,0.615807141,181.62,181.62
1/9/2006 9:00,339.52,0,0,0,0,0.06345,0.291,0,0.519056315,176.23,176.23
1/9/2006 10:00,380.89,0,0,0,0,0.0635,0.297,0,0.461891885,175.93,175.93
1/9/2006 11:00,413.08,0,0,0,0,0.06355,0.301,0,0.436428779,180.28,180.28
1/9/2006 12:00,438.7,0,0,0,0,0.0636,0.303,0,0.419147481,183.88,183.88
1/9/2006 13:00,438.01,0,0,0,0,0.06365,0.303,0,0.419602292,183.79,183.79
1/9/2006 14:00,446.74,0,0,0,0,0.0637,0.304,0,0.414200654,185.04,185.04
1/9/2006 15:00,439.62,0,0,0,0,0.06375,0.301,0,0.429871252,188.98,188.98
1/9/2006 16:00,401.31,0,0,0,0,0.0638,0.294,0,0.470534001,188.83,188.83
1/9/2006 17:00,373.71,0,0,0,0,0.06385,0.295,0,0.478472612,178.81,178.81
1/9/2006 18:00,327.83,0,0,0,0,0.0639,0.291,0,0.523045481,171.47,171.47
1/9/2006 19:00,294.39,0,0,0,0,0.06395,0.281,0,0.616766874,181.57,181.57
1/9/2006 20:00,282.75,0,0,0,0,0.064,0.286,0,0.594129089,167.99,167.99
1/9/2006 21:00,275.26,0,0,0,0,0.06405,0.278,0,0.659667224,181.58,181.58
1/9/2006 22:00,395.63,0,0,0,0,0.0641,0.291,0,0.488385613,193.22,193.22
1/9/2006 23:00,52.33,0,0,0,0,0.063,0.318,0,0.33498949,17.53,17.53
1/10/2006 0:00,53.08,0,0,0,0,0.063,0.318,0,0.334966089,17.78,17.78
1/10/2006 1:00,165.69,0,0,0,0,0.06305,0.319,0,0.334962882,55.5,55.5
1/10/2006 2:00,172.43,0,0,0,0,0.0631,0.32,0,0.334976512,57.76,57.76
1/10/2006 3:00,291.73,0,0,0,0,0.06315,0.282,0,0.612861207,178.79,178.79
1/10/2006 4:00,298.63,0,0,0,0,0.0632,0.286,0,0.578006228,172.61,172.61
1/10/2006 5:00,331.55,0,0,0,0,0.06325,0.289,0,0.533584678,176.91,176.91
1/10/2006 6:00,318.19,0,0,0,0,0.0633,0.287,0,0.554511455,176.44,176.44
1/10/2006 7:00,338.99,0,0,0,0,0.06335,0.293,0,0.506475117,171.69,171.69
1/10/2006 8:00,373.71,0,0,0,0,0.0634,0.297,0,0.466725536,174.42,174.42
1/10/2006 9:00,441.07,0,0,0,0,0.06345,0.305,0,0.413018342,182.17,182.17
1/10/2006 10:00,484.48,0,0,0,0,0.0635,0.305,0,0.404846433,196.14,196.14
1/10/2006 11:00,481.88,0,0,0,0,0.06355,0.302,0,0.416203204,200.56,200.56
1/10/2006 12:00,469.32,0,0,0,0,0.0636,0.298,0,0.435268047,204.28,204.28
1/10/2006 13:00,431.7,0,0,0,0,0.06365,0.29,0,0.478109798,206.4,206.4
1/10/2006 14:00,407.22,0,0,0,0,0.0637,0.29,0,0.487328717,198.45,198.45
1/10/2006 15:00,395.38,0,0,0,0,0.06375,0.29,0,0.494157519,195.38,195.38
1/10/2006 16:00,380.95,0,0,0,0,0.0638,0.289,0,0.505079407,192.41,192.41
1/10/2006 17:00,361.47,0,0,0,0,0.06385,0.288,0,0.522367001,188.82,188.82
1/10/2006 18:00,294.3,0,0,0,0,0.0639,0.281,0,0.616921509,181.56,181.56
1/10/2006 19:00,268.03,0,0,0,0,0.06395,0.281,0,0.648061784,173.7,173.7
1/10/2006 20:00,280.01,0,0,0,0,0.064,0.282,0,0.624799114,174.95,174.95
1/10/2006 21:00,278.98,0,0,0,0,0.06405,0.29,0,0.562620976,156.96,156.96
1/10/2006 22:00,431.55,0,0,0,0,0.0641,0.3,0,0.435384081,187.89,187.89
1/10/2006 23:00,55.27,0,0,0,0,0.063,0.318,0,0.335082323,18.52,18.52
1/11/2006 0:00,52.99,0,0,0,0,0.063,0.318,0,0.334968862,17.75,17.75
1/11/2006 1:00,168.77,0,0,0,0,0.06305,0.32,0,0.335012147,56.54,56.54
1/11/2006 2:00,165.26,0,0,0,0,0.0631,0.319,0,0.334987293,55.36,55.36
1/11/2006 3:00,293.86,0,0,0,0,0.06315,0.279,0,0.633839243,186.26,186.26
1/11/2006 4:00,280.35,0,0,0,0,0.0632,0.277,0,0.659604066,184.92,184.92
1/11/2006 5:00,277.06,0,0,0,0,0.06325,0.277,0,0.666281672,184.6,184.6
1/11/2006 6:00,295.7,0,0,0,0,0.0633,0.277,0,0.645451471,190.86,190.86
1/11/2006 7:00,341.46,0,0,0,0,0.06335,0.281,0,0.57239501,195.45,195.45
1/11/2006 8:00,362.77,0,0,0,0,0.0634,0.28,0,0.566061141,205.35,205.35
1/11/2006 9:00,446.63,0,0,0,0,0.06345,0.293,0,0.463426102,206.98,206.98
1/11/2006 10:00,548.46,0,0,0,0,0.0635,0.304,0,0.400175036,219.48,219.48
1/11/2006 11:00,654.85,0,0,0,0,0.06355,0.321,0,0.348354585,228.12,228.12
1/11/2006 12:00,659.67,0,0,0,0,0.0636,0.316,0,0.359892067,237.41,237.41
1/11/2006 13:00,639.11,0,0,0,0,0.06365,0.315,0,0.362566694,231.72,231.72
1/11/2006 14:00,722.52,0,0,0,0,0.0637,0.331,0,0.327229696,236.43,236.43
1/11/2006 15:00,720.64,0,0,0,0,0.06375,0.326,0,0.338060613,243.62,243.62
1/11/2006 16:00,536.16,0,0,0,0,0.0638,0.303,0,0.406408535,217.9,217.9
1/11/2006 17:00,430.84,0,0,0,0,0.06385,0.295,0,0.45726952,197.01,197.01
1/11/2006 18:00,363.83,0,0,0,0,0.0639,0.288,0,0.519720749,189.09,189.09
1/11/2006 19:00,329.63,0,0,0,0,0.06395,0.285,0,0.562145436,185.3,185.3
1/11/2006 20:00,320.83,0,0,0,0,0.064,0.284,0,0.574603373,184.35,184.35
1/11/2006 21:00,311.28,0,0,0,0,0.06405,0.29,0,0.53694423,167.14,167.14
1/11/2006 22:00,467.25,0,0,0,0,0.0641,0.304,0,0.412627073,192.8,192.8
1/11/2006 23:00,56.9,0,0,0,0,0.063,0.318,0,0.334973638,19.06,19.06
1/12/2006 0:00,53.97,0,0,0,0,0.063,0.318,0,0.335000926,18.08,18.08
1/12/2006 1:00,174.35,0,0,0,0,0.06305,0.32,0,0.335015773,58.41,58.41
1/12/2006 2:00,164,0,0,0,0,0.0631,0.319,0,0.335,54.94,54.94
1/12/2006 3:00,274.91,0,0,0,0,0.06315,0.29,0,0.569168091,156.47,156.47
1/12/2006 4:00,257.35,0,0,0,0,0.0632,0.285,0,0.625335147,160.93,160.93
1/12/2006 5:00,278.59,0,0,0,0,0.06325,0.29,0,0.563229118,156.91,156.91
1/12/2006 6:00,294.99,0,0,0,0,0.0633,0.289,0,0.560052883,165.21,165.21
1/12/2006 7:00,312.01,0,0,0,0,0.06335,0.288,0,0.554501458,173.01,173.01
1/12/2006 8:00,333.92,0,0,0,0,0.0634,0.287,0,0.541566842,180.84,180.84
1/12/2006 9:00,373.49,0,0,0,0,0.06345,0.289,0,0.509223808,190.19,190.19
1/12/2006 10:00,388.65,0,0,0,0,0.0635,0.288,0,0.505158883,196.33,196.33
1/12/2006 11:00,385.92,0,0,0,0,0.06355,0.288,0,0.506840796,195.6,195.6
1/12/2006 12:00,384.6,0,0,0,0,0.0636,0.288,0,0.509308372,195.88,195.88
1/12/2006 13:00,396.71,0,0,0,0,0.06365,0.287,0,0.507499181,201.33,201.33
1/12/2006 14:00,410.07,0,0,0,0,0.0637,0.289,0,0.494574097,202.81,202.81
1/12/2006 15:00,396.02,0,0,0,0,0.06375,0.287,0,0.508181405,201.25,201.25
1/12/2006 16:00,374.71,0,0,0,0,0.0638,0.285,0,0.530917243,198.94,198.94
1/12/2006 17:00,348.43,0,0,0,0,0.06385,0.282,0,0.563011222,196.17,196.17
1/12/2006 18:00,282.61,0,0,0,0,0.0639,0.321,0,0.334984608,94.67,94.67
1/12/2006 19:00,240.89,0,0,0,0,0.06395,0.32,0,0.334966167,80.69,80.69
1/12/2006 20:00,233.87,0,0,0,0,0.064,0.32,0,0.334972421,78.34,78.34
1/12/2006 21:00,223.52,0,0,0,0,0.06405,0.32,0,0.335003579,74.88,74.88
1/12/2006 22:00,323.92,0,0,0,0,0.0641,0.282,0,0.5844653,189.32,189.32
1/12/2006 23:00,52.48,0,0,0,0,0.063,0.318,0,0.334984756,17.58,17.58
1/13/2006 0:00,53.66,0,0,0,0,0.063,0.318,0,0.334886321,17.97,17.97
1/13/2006 1:00,152.94,0,0,0,0,0.06305,0.319,0,0.334967961,51.23,51.23
